Matrix A,,,,,,,,,,,Matrix B 
92,5,45,95,33,52,75,61,5,93,,5,45,95,33,52,75,61,5,93,96,
96,22,40,25,1,47,14,91,45,52,,22,40,25,1,47,14,91,45,52,92,
92,16,8,59,19,94,78,84,24,23,,16,8,59,19,94,78,84,24,23,23,
23,16,53,29,76,74,72,1,55,64,,16,53,29,76,74,72,1,55,64,25,
25,54,45,76,61,63,51,80,35,69,,54,45,76,61,63,51,80,35,69,36,
36,71,59,42,57,78,15,8,29,43,,71,59,42,57,78,15,8,29,43,7,
7,28,5,36,89,47,89,53,0,78,,28,5,36,89,47,89,53,0,78,92,
92,87,81,59,24,27,58,29,36,9,,87,81,59,24,27,58,29,36,9,27,
27,21,44,38,94,38,45,20,3,27,,21,44,38,94,38,45,20,3,27,3,
3,42,1,18,35,45,18,47,33,42,,42,1,18,35,45,18,47,33,42,46,
Matrix A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matrix B 
57,17,99,87,31,39,99,93,46,15,47,58,90,89,40,29,98,13,90,43,18,13,68,0,75,44,43,82,30,37,55,92,37,25,48,19,48,96,77,79,41,34,14,14,46,19,19,7,38,79,54,32,89,44,86,18,84,56,70,26,44,2,73,36,13,11,37,41,17,10,13,66,19,16,15,27,33,69,98,89,94,58,71,61,63,92,1,76,97,55,79,34,62,92,63,43,62,90,70,3,,17,99,87,31,39,99,93,46,15,47,58,90,89,40,29,98,13,90,43,18,13,68,0,75,44,43,82,30,37,55,92,37,25,48,19,48,96,77,79,41,34,14,14,46,19,19,7,38,79,54,32,89,44,86,18,84,56,70,26,44,2,73,36,13,11,37,41,17,10,13,66,19,16,15,27,33,69,98,89,94,58,71,61,63,92,1,76,97,55,79,34,62,92,63,43,62,90,70,3,74,
74,25,38,57,31,15,78,5,51,6,83,40,16,98,21,12,81,40,73,19,61,97,99,4,66,0,1,25,46,21,90,62,88,99,86,38,88,25,87,42,97,46,94,64,83,74,28,52,1,90,30,50,48,32,96,8,61,54,95,19,78,60,41,15,93,19,17,60,41,84,4,61,47,74,38,61,98,18,22,89,51,70,92,26,52,75,26,0,60,9,14,35,84,64,73,9,3,66,23,88,,25,38,57,31,15,78,5,51,6,83,40,16,98,21,12,81,40,73,19,61,97,99,4,66,0,1,25,46,21,90,62,88,99,86,38,88,25,87,42,97,46,94,64,83,74,28,52,1,90,30,50,48,32,96,8,61,54,95,19,78,60,41,15,93,19,17,60,41,84,4,61,47,74,38,61,98,18,22,89,51,70,92,26,52,75,26,0,60,9,14,35,84,64,73,9,3,66,23,88,20,
20,23,74,13,58,87,23,18,93,84,20,12,11,4,13,87,8,54,16,1,36,41,73,27,39,88,50,47,84,76,5,63,1,16,41,56,29,94,48,20,40,19,43,38,78,74,46,26,1,88,44,53,2,91,9,82,44,20,50,9,21,52,94,24,89,36,70,59,82,25,28,50,72,7,89,37,54,33,65,74,81,58,43,5,52,75,44,70,85,23,20,27,53,22,99,92,62,54,40,7,,23,74,13,58,87,23,18,93,84,20,12,11,4,13,87,8,54,16,1,36,41,73,27,39,88,50,47,84,76,5,63,1,16,41,56,29,94,48,20,40,19,43,38,78,74,46,26,1,88,44,53,2,91,9,82,44,20,50,9,21,52,94,24,89,36,70,59,82,25,28,50,72,7,89,37,54,33,65,74,81,58,43,5,52,75,44,70,85,23,20,27,53,22,99,92,62,54,40,7,56,
56,73,47,47,64,80,20,28,4,12,13,91,33,34,75,67,50,34,61,43,45,87,26,6,63,58,96,52,59,27,41,85,67,19,3,70,73,30,66,2,58,3,71,2,97,72,60,63,62,18,7,15,33,44,5,74,48,27,78,74,4,28,51,46,15,53,5,79,17,22,8,65,45,33,52,1,77,97,49,51,96,46,67,62,50,3,15,70,29,19,24,0,44,96,92,29,82,98,83,23,,73,47,47,64,80,20,28,4,12,13,91,33,34,75,67,50,34,61,43,45,87,26,6,63,58,96,52,59,27,41,85,67,19,3,70,73,30,66,2,58,3,71,2,97,72,60,63,62,18,7,15,33,44,5,74,48,27,78,74,4,28,51,46,15,53,5,79,17,22,8,65,45,33,52,1,77,97,49,51,96,46,67,62,50,3,15,70,29,19,24,0,44,96,92,29,82,98,83,23,35,
35,5,74,46,71,5,9,50,22,80,77,79,10,76,64,15,98,83,1,4,84,59,19,7,1,93,76,69,19,81,42,33,82,6,74,67,45,70,17,90,95,86,26,16,75,17,99,77,0,2,98,38,43,37,79,60,67,26,41,63,16,59,38,46,31,52,15,85,25,96,28,66,58,77,79,95,46,50,93,76,64,25,14,51,52,50,96,58,12,68,58,18,35,0,97,93,95,35,76,96,,5,74,46,71,5,9,50,22,80,77,79,10,76,64,15,98,83,1,4,84,59,19,7,1,93,76,69,19,81,42,33,82,6,74,67,45,70,17,90,95,86,26,16,75,17,99,77,0,2,98,38,43,37,79,60,67,26,41,63,16,59,38,46,31,52,15,85,25,96,28,66,58,77,79,95,46,50,93,76,64,25,14,51,52,50,96,58,12,68,58,18,35,0,97,93,95,35,76,96,91,
91,66,67,16,45,57,56,98,24,64,19,96,37,48,55,65,84,80,22,1,96,31,38,31,43,47,70,83,95,6,12,36,25,75,1,73,32,36,89,18,13,82,12,91,21,47,0,78,16,81,88,84,39,36,58,77,66,53,82,34,92,73,43,93,35,6,83,7,19,89,29,45,21,73,98,41,66,53,12,39,1,41,82,68,21,96,21,69,42,3,11,3,1,79,97,90,62,58,4,0,,66,67,16,45,57,56,98,24,64,19,96,37,48,55,65,84,80,22,1,96,31,38,31,43,47,70,83,95,6,12,36,25,75,1,73,32,36,89,18,13,82,12,91,21,47,0,78,16,81,88,84,39,36,58,77,66,53,82,34,92,73,43,93,35,6,83,7,19,89,29,45,21,73,98,41,66,53,12,39,1,41,82,68,21,96,21,69,42,3,11,3,1,79,97,90,62,58,4,0,48,
48,37,41,28,92,33,64,71,78,42,69,62,35,29,34,11,59,11,77,17,95,15,26,51,11,50,53,40,51,89,28,60,64,72,87,59,86,62,63,88,49,49,89,67,72,85,75,69,28,50,24,93,57,39,46,59,42,20,96,36,64,42,9,0,81,11,33,41,73,99,31,32,39,46,33,83,88,58,83,91,45,53,50,75,16,66,74,72,69,99,69,65,56,96,30,59,58,70,14,88,,37,41,28,92,33,64,71,78,42,69,62,35,29,34,11,59,11,77,17,95,15,26,51,11,50,53,40,51,89,28,60,64,72,87,59,86,62,63,88,49,49,89,67,72,85,75,69,28,50,24,93,57,39,46,59,42,20,96,36,64,42,9,0,81,11,33,41,73,99,31,32,39,46,33,83,88,58,83,91,45,53,50,75,16,66,74,72,69,99,69,65,56,96,30,59,58,70,14,88,25,
25,81,9,5,39,73,10,70,53,84,58,83,68,92,68,12,66,36,68,98,54,20,94,4,63,71,49,41,35,18,58,58,58,8,33,52,30,43,88,8,27,55,62,4,45,42,76,78,81,13,80,50,73,69,80,9,7,28,53,93,24,77,99,86,38,37,91,66,74,85,22,37,68,41,19,0,38,23,30,29,50,37,60,37,61,27,73,35,86,1,20,14,45,87,9,50,25,98,56,84,,81,9,5,39,73,10,70,53,84,58,83,68,92,68,12,66,36,68,98,54,20,94,4,63,71,49,41,35,18,58,58,58,8,33,52,30,43,88,8,27,55,62,4,45,42,76,78,81,13,80,50,73,69,80,9,7,28,53,93,24,77,99,86,38,37,91,66,74,85,22,37,68,41,19,0,38,23,30,29,50,37,60,37,61,27,73,35,86,1,20,14,45,87,9,50,25,98,56,84,59,
59,97,57,43,7,19,0,95,67,40,26,16,43,52,37,42,99,5,69,61,36,47,82,72,74,63,1,82,0,68,11,94,29,68,87,37,38,4,23,62,72,36,82,80,90,75,51,97,85,88,32,8,31,57,56,79,8,86,4,41,27,84,71,39,5,61,39,20,0,72,94,95,86,49,1,84,6,56,88,63,27,17,44,88,17,60,26,75,8,70,76,93,2,60,62,61,56,42,93,55,,97,57,43,7,19,0,95,67,40,26,16,43,52,37,42,99,5,69,61,36,47,82,72,74,63,1,82,0,68,11,94,29,68,87,37,38,4,23,62,72,36,82,80,90,75,51,97,85,88,32,8,31,57,56,79,8,86,4,41,27,84,71,39,5,61,39,20,0,72,94,95,86,49,1,84,6,56,88,63,27,17,44,88,17,60,26,75,8,70,76,93,2,60,62,61,56,42,93,55,23,
23,85,32,32,0,56,55,33,14,60,45,42,97,48,12,10,98,71,49,31,46,16,80,24,67,58,42,6,65,92,87,25,52,12,56,45,79,34,69,7,0,45,39,11,31,60,68,76,74,11,47,12,74,65,70,80,54,94,7,4,50,15,61,26,42,64,59,21,53,37,89,2,88,93,65,89,45,78,1,37,26,53,42,0,8,15,49,78,93,88,15,7,31,31,84,71,10,42,78,50,,85,32,32,0,56,55,33,14,60,45,42,97,48,12,10,98,71,49,31,46,16,80,24,67,58,42,6,65,92,87,25,52,12,56,45,79,34,69,7,0,45,39,11,31,60,68,76,74,11,47,12,74,65,70,80,54,94,7,4,50,15,61,26,42,64,59,21,53,37,89,2,88,93,65,89,45,78,1,37,26,53,42,0,8,15,49,78,93,88,15,7,31,31,84,71,10,42,78,50,33,
33,39,47,54,18,38,69,63,9,86,85,34,65,88,26,29,34,59,4,77,31,42,65,57,77,46,56,23,92,27,64,40,14,61,90,33,51,53,7,93,33,52,44,80,71,87,83,12,15,41,82,56,10,72,15,46,46,24,17,51,37,55,5,43,56,81,74,52,9,30,4,84,83,36,90,27,53,44,86,40,13,34,19,72,8,82,86,88,38,68,84,96,13,32,92,66,73,65,15,41,,39,47,54,18,38,69,63,9,86,85,34,65,88,26,29,34,59,4,77,31,42,65,57,77,46,56,23,92,27,64,40,14,61,90,33,51,53,7,93,33,52,44,80,71,87,83,12,15,41,82,56,10,72,15,46,46,24,17,51,37,55,5,43,56,81,74,52,9,30,4,84,83,36,90,27,53,44,86,40,13,34,19,72,8,82,86,88,38,68,84,96,13,32,92,66,73,65,15,41,57,
57,50,22,20,17,99,85,15,79,27,37,30,74,56,23,17,92,90,65,17,17,99,94,10,43,69,88,64,4,53,44,18,21,99,29,7,29,69,90,18,65,78,10,82,59,20,59,21,26,17,63,48,12,74,3,31,13,75,66,94,4,1,76,45,55,24,24,85,96,83,88,16,67,69,31,54,93,58,18,93,12,10,13,66,90,84,29,73,26,74,67,45,81,13,95,63,84,96,37,0,,50,22,20,17,99,85,15,79,27,37,30,74,56,23,17,92,90,65,17,17,99,94,10,43,69,88,64,4,53,44,18,21,99,29,7,29,69,90,18,65,78,10,82,59,20,59,21,26,17,63,48,12,74,3,31,13,75,66,94,4,1,76,45,55,24,24,85,96,83,88,16,67,69,31,54,93,58,18,93,12,10,13,66,90,84,29,73,26,74,67,45,81,13,95,63,84,96,37,0,33,
